mean_review_score_parameters,ratio,days_since_host,cooking basics,dishes and silverware,essentials,hair dryer,hangers,hot water,kitchen,refrigerator,smoke alarm,wifi,host_response_time,room_type,host_has_profile_pic,host_is_superhost,host_identity_verified,has_availability,instant_bookable,price,neighbourhood_cleansed,host_response_rate,host_acceptance_rate,host_total_listings_count,latitude,longitude,accommodates,beds,minimum_nights,maximum_nights,availability_30,availability_365,number_of_reviews,reviews_per_month,bathrooms
4.691666666666667,42.0,829.0,1,1,1,1,1,1,1,0,1,1,within an hour,Entire home/apt,True,False,False,True,True,67.0,Ville-Marie,1.0,1.0,26.0,45.51591,-73.5623,2.0,1.0,31.0,365.0,26.0,175.0,91.0,3.93,1.0
4.908333333333334,0.0,4418.0,1,1,1,1,1,1,1,1,1,0,within an hour,Entire home/apt,True,True,True,True,False,222.0,Le Plateau-Mont-Royal,1.0,0.98,2.0,45.53118,-73.58371,6.0,3.0,2.0,1125.0,7.0,335.0,62.0,2.66,1.0
4.928333333333333,0.0,4308.0,1,1,1,0,1,1,1,1,1,1,,Entire home/apt,True,True,True,False,True,236.0,Le Plateau-Mont-Royal,1.0,1.0,3.0,45.52974,-73.57138,2.0,2.0,2.0,1125.0,0.0,0.0,21.0,0.82,1.0
4.756666666666667,12.5,1544.0,1,1,1,0,1,1,1,1,1,1,within an hour,Entire home/apt,True,False,True,True,True,177.0,Mercier-Hochelaga-Maisonneuve,1.0,1.0,1.0,45.59956,-73.52892,8.0,3.0,2.0,1125.0,20.0,335.0,74.0,2.84,1.0
5.0,0.0,2032.0,1,1,1,1,1,1,1,1,1,1,within an hour,Entire home/apt,True,False,True,True,False,150.0,Ville-Marie,1.0,0.5,2.0,45.51467,-73.55155,1.0,1.0,160.0,1125.0,0.0,60.0,2.0,0.1,1.0
4.8983333333333325,0.0,2990.0,1,1,1,1,1,1,1,1,1,1,,Entire home/apt,True,True,True,True,False,495.0,Ville-Marie,1.0,0.8,7.0,45.51487,-73.55709,6.0,3.0,31.0,1125.0,30.0,364.0,13.0,0.5,1.0
4.846666666666667,0.0,2739.0,1,1,1,1,1,1,1,1,1,1,within an hour,Entire home/apt,True,True,True,True,True,105.0,Mercier-Hochelaga-Maisonneuve,1.0,1.0,14.0,45.57681,-73.54281,3.0,2.0,31.0,90.0,30.0,364.0,13.0,0.52,1.0
4.836666666666666,2.0,2739.0,1,1,1,1,1,1,1,1,1,1,within an hour,Entire home/apt,True,True,True,True,True,98.0,Mercier-Hochelaga-Maisonneuve,1.0,1.0,14.0,45.57847,-73.5414,2.0,1.0,31.0,90.0,30.0,364.0,8.0,0.42,1.0
4.616666666666666,11.0,829.0,1,1,1,1,1,1,1,0,1,1,within an hour,Entire home/apt,True,False,False,True,True,67.0,Ville-Marie,1.0,1.0,26.0,45.51816,-73.56128,2.0,1.0,31.0,365.0,20.0,169.0,57.0,2.92,1.0
4.743333333333333,0.0,829.0,1,1,1,1,1,1,1,0,1,1,within an hour,Entire home/apt,True,False,False,True,True,57.0,Ville-Marie,1.0,1.0,26.0,45.51623,-73.56289,1.0,1.0,31.0,365.0,17.0,166.0,76.0,3.31,1.0
4.75,0.0,1471.0,1,1,1,1,1,1,1,1,1,1,within a few hours,Entire home/apt,True,True,True,True,False,79.0,Ahuntsic-Cartierville,1.0,0.67,7.0,45.55071,-73.64979,1.0,1.0,31.0,365.0,0.0,109.0,4.0,0.17,1.0
4.833333333333333,3.0,827.0,1,1,1,1,0,1,1,1,1,1,within a few hours,Entire home/apt,True,True,True,True,False,50.0,Verdun,1.0,0.9,2.0,45.46499252319336,-73.57664489746094,4.0,2.0,32.0,365.0,0.0,286.0,4.0,0.2,1.0
4.875,0.0,827.0,1,1,1,1,0,1,1,1,1,1,within a few hours,Entire home/apt,True,True,True,True,False,70.0,Le Sud-Ouest,1.0,0.9,2.0,45.478912,-73.57917,5.0,3.0,45.0,365.0,16.0,229.0,8.0,0.39,1.0
4.653333333333333,0.0,3848.0,1,1,1,1,1,1,1,1,1,1,within an hour,Private room,True,False,True,True,True,35.0,Le Plateau-Mont-Royal,1.0,1.0,30.0,45.51994,-73.5883,2.0,1.0,31.0,365.0,0.0,333.0,66.0,2.52,0.5
4.713333333333334,49.0,829.0,1,1,1,1,1,1,1,0,1,1,within an hour,Entire home/apt,True,False,False,True,True,67.0,Ville-Marie,1.0,1.0,26.0,45.5159,-73.56091,2.0,1.0,31.0,365.0,27.0,176.0,95.0,4.59,1.0
4.428333333333334,0.0,829.0,1,1,1,1,1,1,1,0,1,1,within an hour,Entire home/apt,True,False,False,True,True,67.0,Ville-Marie,1.0,1.0,26.0,45.51588,-73.56271,2.0,1.0,31.0,365.0,23.0,172.0,40.0,1.91,1.0
4.635000000000001,18.0,829.0,1,1,1,1,1,1,1,0,1,1,within an hour,Entire home/apt,True,False,False,True,True,67.0,Ville-Marie,1.0,1.0,26.0,45.51822,-73.56172,2.0,1.0,31.0,365.0,27.0,176.0,73.0,3.46,1.0
4.908333333333333,0.0,826.0,1,1,0,1,0,0,1,1,1,1,within an hour,Entire home/apt,True,True,True,True,False,150.0,Le Plateau-Mont-Royal,1.0,1.0,7.0,45.53341,-73.57438,2.0,1.0,30.0,90.0,0.0,0.0,15.0,0.6,1.0
4.866666666666666,5.0,826.0,1,1,1,1,1,1,1,1,1,1,within an hour,Entire home/apt,True,False,True,True,False,65.0,Ville-Marie,1.0,1.0,8.0,45.53766,-73.55988,2.0,2.0,31.0,1125.0,5.0,339.0,10.0,0.4,1.0
4.705,17.0,829.0,1,1,1,1,1,1,1,0,1,1,within an hour,Entire home/apt,True,False,False,True,True,74.0,Ville-Marie,1.0,1.0,26.0,45.51609,-73.56256,2.0,1.0,31.0,1125.0,27.0,176.0,58.0,2.38,1.0
5.0,0.0,2027.0,0,1,0,0,0,1,1,1,0,1,within an hour,Entire home/apt,True,False,True,True,False,106.0,Mercier-Hochelaga-Maisonneuve,0.94,0.62,184.0,45.587,-73.56277,6.0,4.0,31.0,365.0,9.0,305.0,1.0,0.04,0.0
4.499999999999999,0.0,3102.0,1,0,1,1,1,1,1,1,1,1,within a day,Private room,True,False,True,True,False,50.0,Le Sud-Ouest,1.0,0.82,4.0,45.47673,-73.55859,2.0,1.0,31.0,1125.0,7.0,156.0,25.0,0.98,0.5
4.618333333333333,0.0,3478.0,1,1,1,1,1,1,1,1,1,1,within a few hours,Entire home/apt,True,False,True,True,False,48.0,Le Plateau-Mont-Royal,1.0,0.88,17.0,45.53953,-73.56029,2.0,2.0,31.0,90.0,27.0,176.0,14.0,0.55,1.0
4.78,0.0,2028.0,1,1,1,1,1,1,1,1,1,1,within an hour,Entire home/apt,True,False,True,True,False,61.0,Le Sud-Ouest,1.0,0.75,122.0,45.47825,-73.59118,4.0,2.0,31.0,1125.0,30.0,159.0,3.0,0.13,1.0
4.405,0.0,822.0,1,1,1,0,1,1,1,1,1,1,,Entire home/apt,True,False,True,True,True,65.0,Ahuntsic-Cartierville,1.0,0.99,1.0,45.55828,-73.64305,2.0,1.0,32.0,1125.0,0.0,0.0,7.0,0.27,1.0
4.7250000000000005,17.5,829.0,1,1,1,1,1,1,1,0,1,1,within an hour,Entire home/apt,True,False,False,True,True,74.0,Ville-Marie,1.0,1.0,26.0,45.51624792314591,-73.56122435487843,2.0,1.0,31.0,1125.0,27.0,176.0,68.0,2.95,1.0
4.408333333333334,35.0,2525.0,1,1,0,0,1,1,1,1,1,1,within an hour,Entire home/apt,True,False,True,True,False,58.0,Le Plateau-Mont-Royal,0.92,0.98,28.0,45.52498,-73.58381,2.0,1.0,32.0,1125.0,0.0,0.0,48.0,2.18,1.0
4.433333333333334,0.0,1984.0,0,1,1,0,1,1,1,1,1,1,within a few hours,Entire home/apt,True,False,True,True,False,95.0,Ville-Marie,0.75,0.63,4.0,45.49682,-73.57054,2.0,1.0,32.0,1125.0,21.0,356.0,5.0,0.27,1.0
4.578333333333333,10.333333333333334,829.0,1,1,1,1,1,1,1,0,1,1,within an hour,Entire home/apt,True,False,False,True,True,67.0,Ville-Marie,1.0,1.0,26.0,45.51826,-73.56112,2.0,1.0,31.0,1125.0,26.0,175.0,56.0,2.64,1.0
4.748333333333333,19.0,829.0,1,1,1,1,1,1,1,0,1,1,within an hour,Entire home/apt,True,False,False,True,True,57.0,Ville-Marie,1.0,1.0,26.0,45.51613,-73.56277,1.0,1.0,31.0,1125.0,10.0,146.0,45.0,2.11,1.0
4.47,4.0,829.0,1,1,1,1,1,1,1,0,1,1,within an hour,Private room,True,False,False,True,True,75.0,Ville-Marie,1.0,1.0,26.0,45.51750197913072,-73.56116750594076,1.0,1.0,31.0,1125.0,30.0,364.0,11.0,0.58,0.5
4.648333333333333,0.0,829.0,1,1,1,1,1,1,1,0,1,1,within an hour,Entire home/apt,True,False,False,True,True,67.0,Ville-Marie,1.0,1.0,26.0,45.51609877564741,-73.56083817944695,2.0,1.0,31.0,1125.0,0.0,0.0,83.0,3.43,1.0
4.543333333333333,0.0,829.0,1,1,1,1,1,1,1,0,1,1,within an hour,Private room,True,False,False,True,True,69.0,Ville-Marie,1.0,1.0,26.0,45.51648159766477,-73.56303903746718,1.0,1.0,31.0,1125.0,2.0,334.0,29.0,1.38,0.5
4.743333333333333,14.0,829.0,1,1,1,1,1,1,1,0,1,1,within an hour,Entire home/apt,True,False,False,True,True,74.0,Ville-Marie,1.0,1.0,26.0,45.51669564431358,-73.56314670576832,2.0,1.0,31.0,1125.0,0.0,0.0,65.0,2.68,1.0
4.6433333333333335,0.0,829.0,1,1,1,1,1,1,1,0,1,1,within an hour,Entire home/apt,True,False,False,True,True,67.0,Ville-Marie,1.0,1.0,26.0,45.516026343911214,-73.56097733491312,2.0,1.0,31.0,1125.0,0.0,0.0,56.0,2.51,1.0
4.641666666666667,0.0,829.0,1,1,1,1,1,1,1,0,1,1,within an hour,Entire home/apt,True,False,False,True,True,75.0,Ville-Marie,1.0,1.0,26.0,45.51609,-73.56106,1.0,1.0,31.0,1125.0,30.0,364.0,20.0,1.03,1.0
4.516666666666667,0.0,829.0,1,1,1,1,1,1,1,0,1,1,within an hour,Private room,True,False,False,True,True,91.0,Ville-Marie,1.0,1.0,26.0,45.51748326655282,-73.5629324189291,1.0,1.0,31.0,1125.0,0.0,311.0,21.0,0.98,0.5
4.825,27.0,1605.0,1,1,1,1,1,1,1,1,1,1,within an hour,Entire home/apt,True,False,False,True,False,108.0,Ville-Marie,1.0,1.0,62.0,45.49835,-73.57724,4.0,2.0,2.0,365.0,16.0,24.0,92.0,4.44,1.0
4.755,0.0,1290.0,1,1,1,1,1,1,1,1,1,1,within a day,Entire home/apt,True,False,True,True,True,65.0,Ahuntsic-Cartierville,0.88,0.96,8.0,45.55698,-73.65714,4.0,2.0,32.0,1125.0,9.0,285.0,32.0,1.24,1.0
4.571666666666666,0.0,829.0,1,1,1,1,1,1,1,0,1,1,within an hour,Entire home/apt,True,False,False,True,True,67.0,Ville-Marie,1.0,1.0,26.0,45.51797258284237,-73.56222025648952,2.0,1.0,31.0,1125.0,29.0,178.0,36.0,1.56,1.0
4.7266666666666675,22.666666666666668,1605.0,1,1,1,1,1,1,1,1,1,1,within an hour,Entire home/apt,True,False,False,True,False,121.0,Ville-Marie,1.0,1.0,62.0,45.49666,-73.57795,5.0,1.0,2.0,365.0,0.0,0.0,107.0,5.54,1.0
4.575,25.0,829.0,1,1,1,1,1,1,1,0,1,1,within an hour,Entire home/apt,True,False,False,True,True,67.0,Ville-Marie,1.0,1.0,26.0,45.51622,-73.56158,2.0,1.0,31.0,1125.0,25.0,174.0,56.0,2.54,1.0
4.658333333333333,24.5,1605.0,1,1,1,1,1,1,1,1,1,1,within an hour,Entire home/apt,True,False,False,True,False,108.0,Ville-Marie,1.0,1.0,62.0,45.497,-73.57937,3.0,2.0,2.0,365.0,28.0,66.0,80.0,3.86,1.0
4.7299999999999995,25.5,1605.0,1,1,1,1,1,1,1,1,1,1,within an hour,Entire home/apt,True,False,False,True,False,108.0,Ville-Marie,1.0,1.0,62.0,45.49861,-73.5786,2.0,1.0,2.0,365.0,13.0,47.0,110.0,5.09,1.0
4.62,16.0,829.0,1,1,1,1,1,1,1,0,1,1,within an hour,Entire home/apt,True,False,False,True,True,67.0,Ville-Marie,1.0,1.0,26.0,45.51820921323706,-73.56121373615636,2.0,1.0,31.0,1125.0,27.0,175.0,69.0,2.91,1.0
4.713333333333334,11.666666666666666,829.0,1,1,1,1,1,1,1,0,1,1,within an hour,Entire home/apt,True,False,False,True,True,67.0,Ville-Marie,1.0,1.0,26.0,45.51654734633309,-73.56290921884509,2.0,1.0,31.0,1125.0,18.0,167.0,67.0,2.91,1.0
4.655,43.0,829.0,1,1,1,1,1,1,1,0,1,1,within an hour,Entire home/apt,True,False,False,True,True,67.0,Ville-Marie,1.0,1.0,26.0,45.51605680424003,-73.56292139706962,2.0,1.0,31.0,1125.0,27.0,176.0,92.0,4.04,1.0
4.918333333333334,0.0,2445.0,1,1,1,1,1,1,1,1,1,1,within a few hours,Entire home/apt,True,True,True,True,False,115.0,Le Plateau-Mont-Royal,1.0,0.97,4.0,45.5283,-73.58044,2.0,1.0,31.0,1125.0,0.0,153.0,16.0,0.7,1.0
4.61,0.0,818.0,1,1,1,0,1,0,1,1,1,1,,Entire home/apt,True,False,True,False,False,85.0,Le Plateau-Mont-Royal,1.0,0.98,7.0,45.52146,-73.58332,4.0,3.0,31.0,365.0,0.0,0.0,6.0,0.24,1.0
4.728333333333333,20.0,1605.0,1,1,1,1,1,1,1,1,1,1,within an hour,Entire home/apt,True,False,False,True,False,116.0,Ville-Marie,1.0,1.0,62.0,45.49654,-73.57922,4.0,2.0,2.0,365.0,0.0,0.0,76.0,3.68,1.0
4.773333333333333,13.6,1605.0,1,1,1,1,1,1,1,1,1,1,within an hour,Entire home/apt,True,False,False,True,False,116.0,Ville-Marie,1.0,1.0,62.0,45.49673,-73.57714,4.0,2.0,2.0,365.0,6.0,12.0,115.0,5.56,1.0
4.501666666666666,27.0,1605.0,1,1,1,0,1,1,1,1,1,1,within an hour,Entire home/apt,True,False,False,True,False,178.0,Ville-Marie,1.0,1.0,62.0,45.49877,-73.57694,7.0,6.0,2.0,365.0,23.0,32.0,58.0,2.83,1.0
4.421666666666666,16.0,1605.0,1,1,1,0,1,1,1,1,1,1,within an hour,Entire home/apt,True,False,False,True,False,118.0,Ville-Marie,1.0,1.0,62.0,45.4974,-73.57895,4.0,2.0,2.0,365.0,30.0,36.0,55.0,2.7,1.0
4.783333333333334,0.0,1255.0,1,0,1,1,1,0,1,1,1,1,within an hour,Private room,True,True,True,True,False,47.0,Mercier-Hochelaga-Maisonneuve,1.0,0.8,1.0,45.60625,-73.53655,1.0,1.0,31.0,1125.0,28.0,146.0,10.0,0.39,1.0
4.861666666666667,0.0,3790.0,0,0,0,1,0,0,1,0,1,1,within a few hours,Entire home/apt,True,True,True,True,False,50.0,Rivière-des-Prairies-Pointe-aux-Trembles,1.0,0.44,2.0,45.63029,-73.58819,4.0,2.0,31.0,365.0,22.0,356.0,6.0,0.28,1.0
4.585000000000001,0.0,1140.0,1,1,1,1,1,1,1,1,1,1,within an hour,Entire home/apt,True,False,True,True,False,50.0,Rosemont-La Petite-Patrie,1.0,1.0,4.0,45.55996,-73.59045,4.0,1.0,32.0,200.0,19.0,354.0,6.0,0.26,1.0
4.819999999999999,0.0,3260.0,1,1,1,0,1,0,1,0,1,1,a few days or more,Entire home/apt,True,False,False,True,False,97.0,Ville-Marie,0.0,0.0,1.0,45.5003,-73.57436,2.0,1.0,60.0,180.0,17.0,256.0,0.0,1.13,1.0
4.62,0.0,816.0,1,1,1,1,1,1,1,1,1,1,within an hour,Entire home/apt,True,False,True,True,True,207.0,Le Plateau-Mont-Royal,0.99,0.97,75.0,45.51996,-73.56795,3.0,2.0,31.0,1125.0,30.0,234.0,81.0,3.24,1.0
4.6049999999999995,48.0,1605.0,1,1,1,1,1,1,1,1,1,1,within an hour,Entire home/apt,True,False,False,True,False,105.0,Ville-Marie,1.0,1.0,62.0,45.49876,-73.57747,2.0,1.0,2.0,1125.0,18.0,23.0,127.0,4.95,1.0
4.901666666666666,38.0,3974.0,0,1,1,1,1,1,0,1,1,0,within an hour,Private room,True,True,True,True,True,90.0,Ville-Marie,1.0,0.96,1.0,45.49416,-73.5694,2.0,1.0,31.0,50.0,29.0,203.0,75.0,2.93,0.5
4.733333333333333,0.0,827.0,1,1,1,1,0,1,1,1,1,1,within a few hours,Entire home/apt,True,True,True,True,False,60.0,Verdun,1.0,0.8,2.0,45.46391,-73.5758,4.0,2.0,60.0,365.0,11.0,160.0,5.0,0.24,1.0
4.966666666666667,0.0,827.0,1,1,1,1,0,1,1,1,1,1,within a few hours,Entire home/apt,True,True,True,True,False,80.0,Le Sud-Ouest,1.0,0.8,2.0,45.478855,-73.579071,6.0,3.0,32.0,365.0,7.0,126.0,5.0,0.23,2.0
4.845,16.5,1021.0,1,1,1,1,1,1,1,1,1,1,within an hour,Entire home/apt,True,False,True,True,False,132.0,Ville-Marie,0.95,1.0,66.0,45.49819,-73.57474,3.0,2.0,2.0,145.0,19.0,332.0,71.0,2.77,1.0
4.861666666666667,0.0,3703.0,1,1,1,1,1,1,1,1,1,1,,Entire home/apt,True,False,True,True,False,90.0,Le Sud-Ouest,1.0,0.25,3.0,45.47916,-73.5772,2.0,1.0,32.0,150.0,27.0,355.0,6.0,0.24,1.0
4.891666666666667,0.0,3800.0,1,1,1,1,1,1,1,1,1,1,within an hour,Private room,True,True,True,True,False,30.0,Le Sud-Ouest,1.0,0.98,22.0,45.46241,-73.59545,2.0,1.0,31.0,180.0,3.0,310.0,17.0,0.69,0.5
4.833333333333333,0.0,3800.0,1,0,1,1,1,0,1,1,1,1,within an hour,Private room,True,True,True,True,False,30.0,Le Sud-Ouest,1.0,0.98,22.0,45.46052,-73.59439,1.0,2.0,31.0,191.0,24.0,140.0,6.0,0.32,0.5
5.0,0.0,3199.0,1,1,1,1,0,0,1,0,1,1,,Entire home/apt,True,False,True,True,False,110.0,Le Sud-Ouest,1.0,0.99,1.0,45.48467,-73.57857,2.0,2.0,31.0,62.0,27.0,140.0,1.0,0.04,1.0
4.976666666666667,3.0,2555.0,1,1,1,0,0,1,1,1,1,1,,Entire home/apt,True,True,True,True,False,82.0,Rosemont-La Petite-Patrie,1.0,0.5,2.0,45.53555,-73.59936,2.0,1.0,32.0,365.0,0.0,274.0,7.0,0.3,1.0
4.891666666666667,14.333333333333334,3791.0,1,1,1,1,1,1,1,1,1,1,within an hour,Entire home/apt,True,False,True,True,True,570.0,Ville-Marie,1.0,1.0,28.0,45.49829,-73.55483,5.0,3.0,2.0,365.0,15.0,156.0,109.0,4.26,2.0
4.715,0.0,3490.0,1,1,1,0,0,0,1,1,1,1,within a few hours,Entire home/apt,True,False,True,True,False,40.0,Le Plateau-Mont-Royal,0.9,0.72,3.0,45.5219,-73.5938,2.0,1.0,31.0,365.0,0.0,28.0,7.0,0.33,1.0
5.0,1.0,2790.0,1,1,1,1,1,1,1,1,1,1,within a few hours,Entire home/apt,True,False,True,True,False,70.0,Rosemont-La Petite-Patrie,1.0,1.0,1.0,45.53116,-73.6199,2.0,1.0,32.0,365.0,0.0,266.0,3.0,0.16,1.0
4.819999999999999,0.0,886.0,1,1,1,1,1,1,1,0,1,1,,Entire home/apt,True,False,True,True,False,75.0,Ville-Marie,1.0,0.99,1.0,45.51207,-73.56077,2.0,1.0,365.0,365.0,30.0,364.0,0.0,1.13,1.0
4.881666666666667,0.0,2826.0,1,1,1,1,1,1,1,1,1,1,within a few hours,Entire home/apt,True,True,True,True,False,103.0,Verdun,1.0,1.0,1.0,45.44862,-73.58304,4.0,2.0,32.0,1125.0,9.0,306.0,7.0,0.29,1.0
4.876666666666666,0.0,4016.0,1,1,1,1,1,1,1,1,1,1,within a few hours,Shared room,True,False,True,True,False,35.0,Westmount,1.0,1.0,1.0,45.48232,-73.59336,1.0,1.0,32.0,33.0,30.0,364.0,8.0,0.45,0.5
4.708333333333333,0.0,1730.0,1,1,1,1,1,1,1,1,1,1,,Entire home/apt,True,False,False,True,False,100.0,Rosemont-La Petite-Patrie,1.0,0.99,1.0,45.55007,-73.59018,2.0,1.0,31.0,31.0,0.0,31.0,4.0,0.16,1.0
4.8183333333333325,0.0,2745.0,1,1,1,1,1,1,1,0,1,1,within an hour,Entire home/apt,True,True,True,True,True,90.0,Le Sud-Ouest,1.0,1.0,3.0,45.47958,-73.5645,3.0,2.0,32.0,1125.0,0.0,182.0,35.0,1.37,1.0
4.75,0.0,2891.0,1,1,1,1,1,1,1,0,1,1,,Private room,True,False,True,True,False,185.0,Mercier-Hochelaga-Maisonneuve,1.0,0.99,17.0,45.54162,-73.54965,4.0,2.0,32.0,120.0,30.0,365.0,10.0,0.4,1.0
4.166666666666667,0.0,3514.0,1,0,1,1,1,0,1,0,0,0,within a few hours,Entire home/apt,True,False,True,True,False,90.0,Verdun,0.9,0.96,17.0,45.46816,-73.56729,6.0,3.0,32.0,1125.0,6.0,341.0,1.0,0.04,1.0
4.96,15.0,3738.0,1,1,1,1,1,1,1,1,1,0,within an hour,Entire home/apt,True,True,True,True,False,207.0,Villeray-Saint-Michel-Parc-Extension,1.0,1.0,2.0,45.54079,-73.62339,2.0,1.0,7.0,15.0,1.0,20.0,39.0,1.53,1.0
4.966666666666667,0.0,806.0,1,1,1,1,1,1,1,1,0,0,within an hour,Entire home/apt,True,False,True,True,True,60.0,Rosemont-La Petite-Patrie,1.0,1.0,3.0,45.56683,-73.58138,4.0,2.0,32.0,365.0,30.0,365.0,10.0,0.55,1.0
4.375,0.0,4037.0,1,1,1,0,1,1,1,1,1,0,,Entire home/apt,True,True,True,True,False,154.0,Rosemont-La Petite-Patrie,1.0,0.67,1.0,45.54133,-73.59582,4.0,2.0,31.0,1125.0,0.0,148.0,4.0,0.16,1.0
4.858333333333333,6.0,826.0,1,1,1,1,1,1,1,1,1,1,within an hour,Entire home/apt,True,True,True,True,False,182.0,Le Plateau-Mont-Royal,1.0,1.0,7.0,45.53287,-73.5759,2.0,1.0,7.0,90.0,8.0,159.0,7.0,0.44,1.0
4.926666666666668,12.5,803.0,1,1,1,1,1,1,1,1,1,1,within an hour,Entire home/apt,True,True,True,True,True,321.0,Ville-Marie,1.0,1.0,2.0,45.51657,-73.54898,14.0,3.0,1.0,1125.0,21.0,350.0,69.0,2.79,3.0
4.855,0.0,3725.0,1,1,1,1,1,1,1,1,1,1,within an hour,Entire home/apt,True,False,True,True,True,359.0,Le Plateau-Mont-Royal,1.0,1.0,3.0,45.52063,-73.57303,4.0,2.0,2.0,365.0,6.0,10.0,24.0,0.95,1.0
4.755,0.0,1691.0,1,1,1,1,1,1,1,1,1,1,within an hour,Entire home/apt,True,False,True,True,False,360.0,Le Plateau-Mont-Royal,1.0,0.67,5.0,45.52948,-73.56694,6.0,3.0,2.0,365.0,30.0,354.0,17.0,0.68,2.0
4.623333333333333,0.0,829.0,1,1,1,1,1,1,1,0,1,1,within an hour,Entire home/apt,True,False,False,True,True,67.0,Ville-Marie,1.0,1.0,26.0,45.51648,-73.56303,2.0,1.0,31.0,1125.0,0.0,0.0,63.0,2.61,1.0
4.798333333333333,0.0,3272.0,0,0,1,1,1,1,1,0,1,1,within an hour,Entire home/apt,True,True,True,True,True,45.0,Mercier-Hochelaga-Maisonneuve,1.0,1.0,4.0,45.54364,-73.53911,2.0,1.0,31.0,365.0,3.0,150.0,23.0,0.98,1.0
4.931666666666666,11.0,3675.0,1,1,1,1,1,1,1,1,1,1,within an hour,Entire home/apt,True,True,True,True,False,358.0,Le Plateau-Mont-Royal,1.0,1.0,2.0,45.52,-73.57412,7.0,3.0,2.0,365.0,0.0,0.0,103.0,4.14,2.0
4.7733333333333325,9.0,1733.0,1,1,1,1,1,1,1,1,1,1,within an hour,Entire home/apt,True,False,True,True,True,143.0,Mercier-Hochelaga-Maisonneuve,0.94,1.0,2.0,45.61209,-73.52563,2.0,1.0,1.0,730.0,0.0,0.0,133.0,5.88,1.0
4.458333333333333,0.0,802.0,1,1,1,0,1,1,1,1,1,0,within an hour,Entire home/apt,True,True,True,True,False,165.0,Saint-Laurent,1.0,0.8,2.0,45.51037,-73.71317,8.0,6.0,31.0,180.0,22.0,322.0,4.0,0.2,2.0
4.901666666666666,15.0,2465.0,1,1,1,1,1,1,1,1,1,1,within an hour,Entire home/apt,True,True,True,True,True,113.0,Le Plateau-Mont-Royal,0.99,0.99,21.0,45.523,-73.57842,2.0,1.0,31.0,120.0,26.0,202.0,42.0,1.71,1.0
4.863333333333333,16.0,2465.0,1,1,1,1,1,1,1,1,1,1,within an hour,Entire home/apt,True,True,True,True,False,146.0,Le Plateau-Mont-Royal,0.99,0.99,21.0,45.52325,-73.58005,4.0,2.0,31.0,120.0,0.0,0.0,50.0,2.05,1.0
4.896666666666666,6.0,2465.0,1,1,1,1,1,1,1,1,1,1,within an hour,Entire home/apt,True,True,True,True,True,114.0,Le Plateau-Mont-Royal,0.99,0.99,21.0,45.52201,-73.57812,2.0,1.0,31.0,120.0,24.0,199.0,24.0,1.11,1.0
4.8566666666666665,6.6,2465.0,1,1,1,1,1,1,1,1,1,1,within an hour,Entire home/apt,True,True,True,True,True,118.0,Le Plateau-Mont-Royal,0.99,0.99,21.0,45.52283,-73.57816,2.0,1.0,2.0,120.0,20.0,192.0,93.0,3.92,1.0
4.829999999999999,0.0,2465.0,1,1,1,1,1,1,1,1,1,1,within an hour,Entire home/apt,True,True,True,True,True,109.0,Le Plateau-Mont-Royal,0.99,0.99,21.0,45.52123,-73.57856,2.0,1.0,2.0,120.0,23.0,193.0,46.0,1.88,1.0
4.87,0.0,2465.0,1,1,1,1,1,1,1,1,1,1,within an hour,Entire home/apt,True,True,True,True,True,113.0,Le Plateau-Mont-Royal,0.99,0.99,21.0,45.52342,-73.5786,2.0,1.0,31.0,120.0,17.0,196.0,14.0,0.59,1.0
4.861666666666667,10.0,2465.0,1,1,1,1,1,1,1,1,1,1,within an hour,Entire home/apt,True,True,True,True,True,127.0,Le Plateau-Mont-Royal,0.99,0.99,21.0,45.52356,-73.57933,3.0,2.0,31.0,120.0,7.0,177.0,36.0,1.53,1.0
4.808333333333333,25.0,2465.0,1,1,1,1,1,1,1,1,1,1,within an hour,Entire home/apt,True,True,True,True,True,119.0,Le Plateau-Mont-Royal,0.99,0.99,21.0,45.52141,-73.58026,3.0,2.0,31.0,120.0,0.0,0.0,41.0,2.03,1.0
4.745,11.0,2465.0,1,1,1,1,1,1,1,1,1,1,within an hour,Entire home/apt,True,True,True,True,True,112.0,Le Plateau-Mont-Royal,0.99,0.99,21.0,45.52276,-73.5802,2.0,1.0,2.0,120.0,29.0,208.0,52.0,2.12,1.0
4.8500000000000005,0.0,2465.0,1,1,1,1,1,1,1,1,1,1,within an hour,Entire home/apt,True,True,True,True,True,258.0,Le Plateau-Mont-Royal,0.99,0.99,21.0,45.52169,-73.58023,2.0,1.0,31.0,120.0,30.0,117.0,64.0,2.69,1.0
4.666666666666667,0.0,3378.0,0,0,0,0,0,0,1,0,1,1,,Entire home/apt,True,False,True,False,False,105.0,Le Sud-Ouest,1.0,1.0,2.0,45.45913,-73.59973,2.0,1.0,60.0,140.0,0.0,0.0,1.0,0.09,1.0
4.7266666666666675,0.0,829.0,1,1,1,1,1,1,1,0,1,1,within an hour,Entire home/apt,True,False,False,True,True,92.0,Ville-Marie,1.0,1.0,26.0,45.51808708491522,-73.56152975053018,4.0,2.0,31.0,1125.0,0.0,0.0,67.0,2.77,1.0
